License: CC0 1.0 Universal (CC0 1.0) Public Domain Dedication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Qin, Ben; Fang, Huang; Shichun, Huang; Andre, Python; Yunfeng, Chen; J, ZhangZhou, 2022, ""Global mantle clinopyroxene data (major and trace elements)"", https://doi.org/10.25625/AVAW2Y, GRO.data, V2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATIONS,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ROCK NAME,ROCK TEXTURE,MINERAL,SPOT,RIM/CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SC(PPM),TI(PPM),V(PPM),CR(PPM),NI(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Petrography,Note,Labelled by LREE
[22766] YANG SHENG-HONG (2019),samp. A1,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,126.71,1681.76,678.88,48.56,215.09,0.053,10.88,25.5,31.49,0.0255,0.349,1.595,8.8,1.713,9.75,3.08,0.457,3.88,0.67,4.4,0.871,2.73,0.39,2.2,0.341,1.18,0.0038,0.1189,0.1,0.01375,,,
[22766] YANG SHENG-HONG (2019),samp. A1,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,128.02,1757.26,695.38,52.22,228.19,0,9.89,22.1,29.03,0.0068,0.333,1.45,8.3,1.561,8.66,2.72,0.331,3.64,0.579,4.06,0.811,2.37,0.327,2.06,0.326,1.09,0.0167,0.1182,0.089,0.0171,,,
[22766] YANG SHENG-HONG (2019),samp. A1,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,134.36,1688.37,741.89,56.02,235.32,0,10.79,23.09,27.14,0.0192,0.215,1.519,9.08,1.63,9.32,2.81,0.423,3.95,0.598,4.24,0.843,2.63,0.314,2,0.347,0.97,0.0059,0.1229,0.062,0.0143,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,142.31,2967.45,689.55,347.93,182.03,0,12.89,30.87,51.3,0.0304,0.054,3.08,12.65,2.23,12.05,3.66,0.71,4.83,0.828,5.47,1.155,3.12,0.47,2.73,0.43,1.91,0.0124,0.556,0.2294,0.0573,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,128.45,2266.46,609,295.62,183.83,0,10.45,26.24,33.56,0.01,0.104,2.71,10.81,1.989,10.18,3.02,0.577,4.13,0.688,4.36,0.893,2.69,0.38,2.09,0.361,1.231,0,0.373,0.2099,0.0425,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,136.07,2754.23,622.64,609.97,185.52,1.252,14.75,29.96,45.97,0.0371,2.61,3.46,13.13,2.29,11.81,3.55,0.753,4.57,0.743,5.25,1.044,3.12,0.463,2.59,0.414,1.8,0.0122,0.668,0.286,0.076,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,132.71,2901.66,666,304.33,183.23,0,12.45,27.83,32.58,0.0083,0.44,2.78,11.32,2,10.73,3.6,0.637,4.17,0.767,5.02,1.005,2.93,0.451,2.39,0.363,1.111,0,0.529,0.1388,0.0517,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,130.74,3057.09,616.74,517.45,163.48,0,12.65,26.31,33.05,0.0221,0,2.98,12.28,2.15,10.34,3.22,0.626,3.86,0.703,4.42,0.9,2.6,0.399,2.38,0.331,0.893,0.0185,0.293,0.2158,0.0527,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,131.59,2745.56,640.99,358.7,167.13,0,12.28,28.74,34.31,0.0085,0,2.84,11.58,2.132,11.06,3.41,0.638,3.78,0.777,5.17,1.004,3.01,0.38,2.51,0.396,1.188,0.0074,0.2364,0.0843,0.034,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,123.92,2966,590.08,707.01,175.17,0.0692,11.75,25.98,36.13,0.0254,0.367,2.79,11.45,1.896,10.37,3.01,0.674,3.94,0.696,4.5,0.871,2.64,0.372,2.25,0.321,1.147,0.0074,0.263,0.281,0.0695,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,133.89,2467.13,676.09,571.09,170.94,0.0635,11.35,27.4,34.38,0,0.105,2.8,11.87,2.056,10.79,3.18,0.565,4.01,0.758,4.71,0.958,2.95,0.402,2.31,0.388,1.281,0.011,0.2417,0.1536,0.0398,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,138.37,2191.41,620.62,479.74,178.55,0,12.71,28.97,35.82,0.0116,0.191,3.07,12.57,2.3,11.8,3.57,0.625,4.4,0.769,5.23,1.013,3.05,0.439,2.68,0.394,1.44,0.004,0.333,0.0736,0.0339,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,133.78,2382.28,603.68,372.12,179.6,0,11.66,26.4,33.36,0.0077,0.059,2.8,11.6,2.09,10.8,3.12,0.575,3.83,0.729,4.67,0.936,2.67,0.396,2.29,0.375,1.368,0,0.327,0.131,0.0405,,,
[22766] YANG SHENG-HONG (2019),samp. A1,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,100.4,1617,554.1,24.99,135.3,,8.272,17.41,22.91,0.02,,1.462,6.879,1.365,7.497,2.421,0.356,2.765,0.479,3.363,0.706,2.038,0.286,1.865,0.259,0.8,0.003,0.169,0.768,0.059,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,103.1,1534,465,119.4,192.9,,9.993,17.35,14.2,0.024,,0.97,4.916,1.008,5.862,2.029,0.355,2.559,0.454,3.359,0.689,2.023,0.287,1.762,0.254,0.509,0.006,0.085,0.051,0.009,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,99.17,1445,448.8,111.3,177,,9.576,16.2,13.11,0.023,,0.899,4.506,0.919,5.413,1.819,0.341,2.354,0.408,3.113,0.64,1.839,0.261,1.67,0.236,0.516,0.006,0.09,0.062,0.008,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,95.37,1445,417.3,115.5,227.1,,8.483,14.24,11.63,0.03,,0.823,3.933,0.808,4.882,1.713,0.291,2.05,0.367,2.723,0.561,1.638,0.24,1.538,0.221,0.454,0.007,0.095,0.124,0.015,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,106.3,1594,458.4,121.8,202.4,,9.485,16.84,13.74,0.017,,0.964,4.692,0.984,5.837,2.053,0.362,2.453,0.441,3.127,0.656,1.945,0.275,1.688,0.238,0.487,0.011,0.079,0.061,0.007,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,94.07,1437,412.5,117.3,225.8,,8.183,14.2,11.82,0.034,,0.845,3.923,0.795,4.878,1.594,0.307,2.061,0.358,2.648,0.55,1.611,0.229,1.412,0.212,0.43,0.007,0.093,0.103,0.009,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,93.43,1376,425.4,115.7,189.5,,8.872,15.76,12.31,0.03,,0.883,4.32,0.895,5.069,1.804,0.301,2.241,0.393,2.859,0.575,1.773,0.253,1.566,0.22,0.426,0.008,0.06,0.034,0.003,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,91.97,1416,420.2,113.2,187.8,,9.271,15.61,12.43,0.027,,0.894,4.434,0.886,5.141,1.796,0.335,2.272,0.402,2.913,0.601,1.83,0.249,1.635,0.225,0.443,0.006,0.059,0.034,0.003,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,99.92,1424,392.7,111.8,203.4,,9.19,16.12,12.86,0.016,,0.849,3.983,0.837,5.142,1.824,0.311,2.335,0.386,2.963,0.637,1.904,0.273,1.778,0.242,0.437,0.009,0.107,0.056,0.008,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,105.1,1560,402.8,111.8,211.3,,9.905,17.9,14.59,0.023,,0.955,4.326,0.913,5.733,1.95,0.385,2.71,0.47,3.348,0.698,2.007,0.284,1.839,0.262,0.55,0.011,0.067,0.024,0.002,,,No metasomatism
[22766] YANG SHENG-HONG (2019),samp. A206,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,94.39,2332,470.5,355.1,283.9,,11.21,21.62,33.18,0.022,,1.358,9.669,2.175,11.75,3.528,0.539,3.862,0.644,4.072,0.845,2.318,0.321,1.938,0.265,1.166,0.012,0.128,0.062,0.002,,,
[22766] YANG SHENG-HONG (2019),samp. A206,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,107.3,2303,509,390.4,304.4,,11.49,23.55,35.14,0.035,,1.458,10.29,2.269,12.32,3.762,0.562,4.022,0.668,4.611,0.924,2.55,0.363,2.247,0.315,1.162,0.007,0.143,0.045,0.008,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,109.4,2697,582.8,463.3,172,,9.507,17.6,22.27,0.01,,2.09,7.438,1.35,7.639,2.297,0.477,2.682,0.495,3.176,0.67,1.894,0.267,1.824,0.256,0.831,0.003,0.194,0.133,0.042,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,115.1,2834,591.2,607.3,172.4,,10.04,19.28,24.58,0.012,,2.279,8.193,1.461,8.336,2.537,0.532,3.216,0.524,3.582,0.746,2.151,0.291,1.983,0.299,0.902,0.01,0.327,0.104,0.038,,,
[22766] YANG SHENG-HONG (2019),samp. A271,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,97.02,2233,441.5,1412,411.6,,10.99,22.86,36.01,0.019,,1.607,9.272,1.95,10.94,3.368,0.503,4.026,0.616,4.366,0.849,2.47,0.342,2.066,0.292,1.136,0.011,0.122,0.146,0.012,,,
[22766] YANG SHENG-HONG (2019),samp. A271,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,100.9,1660,412.8,1228,356.2,,12.65,19.07,28.84,,0.719,0.76,6.401,1.59,10.13,3.267,0.449,3.54,0.569,3.799,0.73,1.98,0.287,1.73,0.243,1.145,0.002,0.137,0.088,0.003,,,
[22766] YANG SHENG-HONG (2019),samp. A271,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,105.3,2047,442,1334,388.4,0.63,10.84,21.88,40.38,,0.189,0.66,6.185,1.696,10.62,3.568,0.494,4.191,0.633,4.629,0.816,2.087,0.305,1.926,0.247,1.566,0.003,0.111,0.04,,,,
[22766] YANG SHENG-HONG (2019),samp. A65,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,113.5,1566,416.3,115.4,204.2,,10.33,19.1,15.35,,,0.898,4.332,0.976,5.847,2.245,0.383,2.786,0.47,3.413,0.727,2.133,0.286,1.941,0.266,0.574,0.006,0.056,0.054,0.002,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,121.6,2792,627.5,586.7,178.3,,8.765,19.53,26.37,0.016,,2.271,8.42,1.452,8.238,2.526,0.44,3.252,0.516,3.684,0.771,2.197,0.291,2.088,0.303,0.993,,0.193,0.277,0.068,,,
[22766] YANG SHENG-HONG (2019),samp. A238,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,127.1,3062,601,465.4,176.7,0.069,9.884,19.18,23.4,,,2.269,7.883,1.37,7.954,2.574,0.511,3.024,0.531,3.498,0.724,2.043,0.278,2.045,0.287,0.886,,0.198,0.175,0.039,,,
[22766] YANG SHENG-HONG (2019),samp. A271,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,120.1,2307,470.9,1557,392,,11.68,24.53,34.29,,0.447,1.291,8.286,1.916,11.49,3.738,0.584,4.434,0.672,4.704,0.971,2.692,0.384,2.281,0.301,1.131,0.009,0.133,0.043,,,,
[22766] YANG SHENG-HONG (2019),samp. A271,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,core,secondary,107.5,2375,435.2,1299,342.5,,11.33,26.55,47.09,,,1.087,7.948,1.998,12.12,4.149,0.563,4.475,0.736,5.06,1.071,3.026,0.382,2.424,0.335,1.425,0.018,0.11,0.032,0.001,,,
[22766] YANG SHENG-HONG (2019),samp. A271,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_PROTEROZOIC / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / BUSHVELD MAIN ZONE,"RUSTENBURG PLATINUM MINES, SK-2 DRILL CORES",-25.7,-25.7,27.2,27.2,subaerial,PYROXENITE,,CLINOPYROXENE,,rim,secondary,79.59,1687,396.2,1239,365.8,,9.517,17.72,28.06,,,0.864,6.736,1.496,8.891,3.031,0.436,3.036,0.493,3.416,0.653,1.828,0.236,1.601,0.225,0.989,0.014,0.092,0.041,0.001,,,
[22804] ZHANG YAN-LONG (2019),samp. NM2-20,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,,49,49,123,123,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,73.6,4395,290,5070,277,0.108,72.6,20.1,34.1,0.052,0.575,1.15,4.34,0.796,4.75,1.9,0.707,2.66,0.505,3.63,0.775,2.29,0.322,2.17,0.297,1.09,0.023,0.278,0.02,0.018,,,No metasomatism
[22804] ZHANG YAN-LONG (2019),samp. NM2-04,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,,49,49,123,123,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,27.9,3155,260,9837,539,0.846,34,2.77,23.4,0.414,0.581,1.02,2.6,0.36,1.79,0.571,0.206,0.78,0.122,0.696,0.11,0.242,0.026,0.145,0.023,1.55,0.042,0.296,0.059,0.011,,,
[22804] ZHANG YAN-LONG (2019),samp. NM2-07,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,,49,49,123,123,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,38.3,6181,292,9012,500,0.365,39.5,3.55,59.5,0.377,4.89,0.79,3.12,0.59,3.27,1.03,0.399,1.3,0.174,1.05,0.168,0.371,0.053,0.303,0.048,3.29,0.075,0.835,0.038,0.021,,,
[22804] ZHANG YAN-LONG (2019),samp. NM2-02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,,49,49,123,123,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,47.6,962,184,5296,431,0.692,95.6,4.38,9.42,0.205,2.43,1.61,6.35,1.21,6.14,1.35,0.436,1.11,0.142,0.928,0.19,0.499,0.073,0.531,0.078,0.313,0.019,0.485,0.025,0.009,,,
[22804] ZHANG YAN-LONG (2019),samp. NM2-39,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,,49,49,123,123,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,72,3975,298,5474,298,0.113,80.4,18.3,30.7,0.094,1.58,1.4,4.62,0.833,4.5,1.8,0.748,2.54,0.432,3.39,0.707,2.14,0.304,2.08,0.277,0.91,0.024,0.229,0.055,0.026,,,No metasomatism
[22804] ZHANG YAN-LONG (2019),samp. NM2-37,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE / NUOMINHE VOLCANIC FIELD,,49,49,123,123,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,54.2,3777,243,6322,473,0.101,39.4,5.64,42.9,0.303,1.14,0.608,2.44,0.492,2.91,0.91,0.318,1.11,0.177,1.15,0.218,0.594,0.073,0.479,0.072,2.51,0.096,0.305,0.024,0.016,,,
